"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q1","Q1-2000",118100,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q2","Q2-2000",115900,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q3","Q3-2000",114400,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q4","Q4-2000",114800,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q1","Q1-2001",99600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q2","Q2-2001",94000,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q3","Q3-2001",90200,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q4","Q4-2001",88500,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q1","Q1-2002",90500,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q2","Q2-2002",96200,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q3","Q3-2002",103000,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q4","Q4-2002",97600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q1","Q1-2003",109700,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q2","Q2-2003",104600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q3","Q3-2003",104100,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q4","Q4-2003",107500,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q1","Q1-2004",103800,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q2","Q2-2004",127100,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q3","Q3-2004",124600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q4","Q4-2004",139200,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q1","Q1-2005",146200,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q2","Q2-2005",140900,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q3","Q3-2005",139000,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q4","Q4-2005",134100,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q1","Q1-2006",144300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q2","Q2-2006",154100,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q3","Q3-2006",154900,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q4","Q4-2006",162100,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q1","Q1-2007",160800,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q2","Q2-2007",168600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q3","Q3-2007",173300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q4","Q4-2007",183300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q1","Q1-2008",178200,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q2","Q2-2008",184500,"B","Break"
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2009-Q4","Q4-2009",148900,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q1","Q1-2010",168400,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q2","Q2-2010",170300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q3","Q3-2010",178600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q4","Q4-2010",191100,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q1","Q1-2011",189300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q2","Q2-2011",187300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q3","Q3-2011",183400,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q4","Q4-2011",179300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q1","Q1-2012",181800,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q2","Q2-2012",178200,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q3","Q3-2012",175300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q4","Q4-2012",164800,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q1","Q1-2013",149800,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q2","Q2-2013",143500,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q3","Q3-2013",140600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q4","Q4-2013",138900,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q1","Q1-2014",143300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q2","Q2-2014",147300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q3","Q3-2014",146600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q4","Q4-2014",149700,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q1","Q1-2015",152300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q2","Q2-2015",157500,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q3","Q3-2015",161500,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q4","Q4-2015",167300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q1","Q1-2016",172900,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q2","Q2-2016",170700,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q3","Q3-2016",177100,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q4","Q4-2016",182300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q1","Q1-2017",185800,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q2","Q2-2017",190200,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q3","Q3-2017",205200,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q4","Q4-2017",212300,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q1","Q1-2018",222000,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q2","Q2-2018",235600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q3","Q3-2018",239600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q4","Q4-2018",241900,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2019-Q1","Q1-2019",243700,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2019-Q2","Q2-2019",239600,,
"AUS","Australia","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2019-Q3","Q3-2019",235100,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q1","Q1-2000",34909.43,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q2","Q2-2000",35466.38,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q3","Q3-2000",35879.77,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2000-Q4","Q4-2000",35725.42,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q1","Q1-2001",33389.53,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q2","Q2-2001",30859.5,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q3","Q3-2001",28452.14,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2001-Q4","Q4-2001",25978.16,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q1","Q1-2002",24313.09,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q2","Q2-2002",22826.49,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q3","Q3-2002",22341.37,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2002-Q4","Q4-2002",23275.04,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q1","Q1-2003",22331.92,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q2","Q2-2003",21661.18,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q3","Q3-2003",21372.02,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2003-Q4","Q4-2003",21500.55,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q1","Q1-2004",22945.44,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q2","Q2-2004",24137.9,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q3","Q3-2004",24175.94,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2004-Q4","Q4-2004",23837.72,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q1","Q1-2005",25328.93,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q2","Q2-2005",26100.02,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q3","Q3-2005",26382.22,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2005-Q4","Q4-2005",27022.83,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q1","Q1-2006",28622.09,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q2","Q2-2006",31236.84,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q3","Q3-2006",34576.96,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2006-Q4","Q4-2006",37213.78,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q1","Q1-2007",37305.38,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q2","Q2-2007",38637.29,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q3","Q3-2007",38971.26,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2007-Q4","Q4-2007",37941.74,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q1","Q1-2008",40598.83,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q2","Q2-2008",39205.96,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q3","Q3-2008",35943.85,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2008-Q4","Q4-2008",34243.02,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2009-Q1","Q1-2009",29546.39,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2009-Q2","Q2-2009",25446.15,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2009-Q3","Q3-2009",26160.92,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2009-Q4","Q4-2009",27507.54,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q1","Q1-2010",28284.87,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q2","Q2-2010",30446.05,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q3","Q3-2010",32288.34,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2010-Q4","Q4-2010",33015.4,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q1","Q1-2011",34005.61,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q2","Q2-2011",33546.79,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q3","Q3-2011",31164.37,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2011-Q4","Q4-2011",30523.56,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q1","Q1-2012",30075.71,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q2","Q2-2012",29888.13,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q3","Q3-2012",29438.92,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2012-Q4","Q4-2012",28286.58,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q1","Q1-2013",26709.42,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q2","Q2-2013",26126.14,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q3","Q3-2013",26286.79,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2013-Q4","Q4-2013",26409.32,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q1","Q1-2014",26229.36,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q2","Q2-2014",26884.49,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q3","Q3-2014",25945.03,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2014-Q4","Q4-2014",26221.46,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q1","Q1-2015",26307.73,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q2","Q2-2015",27102.72,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q3","Q3-2015",30280.44,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2015-Q4","Q4-2015",33311.45,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q1","Q1-2016",36810.82,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q2","Q2-2016",38827.82,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q3","Q3-2016",40638.94,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2016-Q4","Q4-2016",44829.09,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q1","Q1-2017",51260.84,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q2","Q2-2017",54869.11,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q3","Q3-2017",59309.48,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2017-Q4","Q4-2017",61974.57,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q1","Q1-2018",65785.56,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q2","Q2-2018",70308.95,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q3","Q3-2018",74265.29,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2018-Q4","Q4-2018",75819.53,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2019-Q1","Q1-2019",76185.73,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2019-Q2","Q2-2019",77078.77,,
"AUT","Austria","LMJVTTUV_STSA","Job vacancies, Total, Unfilled vacancies (stock), sa","Q","Quarterly","2019-Q3","Q3-2019",77537.33,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2000-Q1","Q1-2000",204958.1,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2000-Q2","Q2-2000",196259.7,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2000-Q3","Q3-2000",191961.6,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2000-Q4","Q4-2000",184075.2,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2001-Q1","Q1-2001",189729.1,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2001-Q2","Q2-2001",198366.4,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2001-Q3","Q3-2001",208194.5,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2001-Q4","Q4-2001",219242.6,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q1","Q1-2002",228560.4,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q2","Q2-2002",232547,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q3","Q3-2002",234580.5,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2002-Q4","Q4-2002",233983.4,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q1","Q1-2003",235102,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q2","Q2-2003",238681.2,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q3","Q3-2003",241771.2,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2003-Q4","Q4-2003",244760.6,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q1","Q1-2004",244742.5,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q2","Q2-2004",243029,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q3","Q3-2004",242723.3,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2004-Q4","Q4-2004",245024.2,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q1","Q1-2005",250982.4,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q2","Q2-2005",250317.6,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q3","Q3-2005",253487.9,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2005-Q4","Q4-2005",255828.7,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q1","Q1-2006",256793.3,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q2","Q2-2006",236462.5,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q3","Q3-2006",233378.9,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2006-Q4","Q4-2006",230059.9,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q1","Q1-2007",226271.8,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q2","Q2-2007",222457.8,,
"AUT","Austria","LMUNRLTT_STSA","Registered unemployment, Level, Total, sa","Q","Quarterly","2007-Q3","Q3-2007",221440.4,,
